2012,Heo Jae Won,LM,59,58 ,44 ,60 ,53 ,63 ,67 
2012,Federico Macheda,ST,73,74 ,72 ,50 ,68 ,49 ,71 
2012,Lee Jong Min,RB,64,77 ,55 ,59 ,64 ,63 ,70 
2012,Guilherme Afonso,ST,58,81 ,55 ,58 ,67 ,45 ,51 
2012,Yohan Eudeline,RM,66,70 ,64 ,65 ,68 ,50 ,59 
2012,Go Yo Han,CM,60,64 ,50 ,61 ,65 ,50 ,46 
2012,Nathan Baker,CB,66,62 ,38 ,43 ,40 ,69 ,69 
2012,Derick Katuku Tshimanga,LB,69,93 ,54 ,63 ,69 ,68 ,70 
2012,Yohan Cabaye,CM,80,74 ,76 ,77 ,78 ,73 ,70 
2012,Ragnvald Soma,CB,68,56 ,52 ,51 ,46 ,72 ,74 
2012,Joss Labadie,CM,65,72 ,54 ,67 ,63 ,67 ,60 
2012,Harry Worley,CB,62,61 ,32 ,43 ,38 ,65 ,74 
2012,Marco Di Vaio,ST,81,79 ,78 ,65 ,77 ,58 ,73 
2012,Sergio Santana,CF,69,75 ,65 ,66 ,70 ,54 ,69 
2012,Tomáš Mičola,CF,67,69 ,64 ,69 ,69 ,50 ,59 
2012,Sebastian Schiek,RB,59,70 ,49 ,47 ,57 ,62 ,60 
2012,Carlos Caballero,CAM,62,62 ,58 ,66 ,60 ,50 ,48 
2012,Fábio Aurélio,LB,74,65 ,65 ,80 ,68 ,73 ,66 
2012,Giliano Wijnaldum,LB,59,78 ,57 ,57 ,71 ,60 ,50 
2012,Zoltán Stieber,LM,72,83 ,69 ,66 ,75 ,45 ,60 
2012,Terrell Forbes,CB,60,78 ,18 ,33 ,25 ,61 ,71 
2012,Sergey Kuznetsov,CM,56,59 ,49 ,50 ,58 ,65 ,67 
2012,Edson Buddle,ST,72,71 ,71 ,55 ,72 ,57 ,75 
2012,Obiora Nwankwo,CDM,68,71 ,39 ,63 ,64 ,68 ,68 
2012,Han Kyung In,CF,53,60 ,58 ,43 ,45 ,53 ,64 
2012,Choi Jin Ho,CF,57,64 ,55 ,47 ,58 ,55 ,61 
2012,Clive Platt,ST,61,51 ,56 ,32 ,51 ,56 ,78 
2012,Shaleum Logan,RB,62,78 ,52 ,62 ,60 ,59 ,54 
2012,Cyril Jeunechamp,RB,71,53 ,58 ,67 ,62 ,69 ,71 
2012,Sebastian Pelzer,LB,60,63 ,42 ,52 ,47 ,64 ,67 
2012,Sebastian Kehl,CDM,77,62 ,64 ,73 ,61 ,79 ,76 
2012,Korede Aiyegbusi,RWB,53,76 ,42 ,50 ,48 ,57 ,61 
2012,Gary Deegan,CM,61,70 ,52 ,58 ,52 ,66 ,64 
2012,Stuart Drummond,CM,58,50 ,60 ,57 ,58 ,60 ,65 
2012,Nick Ansell,CB,51,65 ,31 ,49 ,37 ,48 ,54 
2012,Martin Harnik,ST,76,83 ,70 ,69 ,74 ,60 ,71 
2012,Norman Theuerkauf,CM,65,68 ,60 ,67 ,63 ,67 ,64 
2012,Peter Schyrba,RB,61,65 ,45 ,52 ,53 ,67 ,65 
2012,Peter Wisgerhof,CB,74,41 ,43 ,58 ,51 ,77 ,74 
2012,Jason Garey,ST,62,53 ,59 ,52 ,60 ,53 ,70 
2012,Bruno Pilatos,CM,48,72 ,32 ,51 ,51 ,57 ,52 
2012,Jean-Armel Kana-Biyik,CB,74,55 ,31 ,47 ,45 ,74 ,74 
2012,Pierrick Rakotoharisoa,CAM,57,68 ,45 ,59 ,61 ,31 ,40 
2012,Brynjar Gunnarsson,CM,61,34 ,54 ,61 ,65 ,68 ,66 
2012,Michu,CM,69,63 ,61 ,64 ,63 ,69 ,66 
2012,Marius Ebbers,ST,68,59 ,65 ,53 ,62 ,61 ,74 
2012,Michael Lahoud,RB,59,75 ,58 ,57 ,64 ,57 ,64 
2012,Carlos Cuéllar,CB,75,53 ,35 ,41 ,40 ,78 ,76 
2012,Souleymane Camara,ST,71,75 ,69 ,61 ,72 ,50 ,67 
2012,Jules Schwadorf,LM,60,72 ,55 ,57 ,67 ,38 ,51 
2012,Luiz,LW,72,85 ,67 ,67 ,74 ,56 ,52 
2012,Michael Schulze,RB,62,67 ,44 ,56 ,62 ,60 ,63 
2012,Leonardo Silva,CB,76,64 ,42 ,43 ,33 ,79 ,75 
2012,Goran Lovre,CAM,67,61 ,64 ,67 ,69 ,58 ,70 
2012,Andy Reid,LM,71,67 ,72 ,74 ,72 ,59 ,45 
2012,Paul Slane,RW,62,73 ,53 ,56 ,63 ,52 ,54 
2012,André Ooijer,CB,70,38 ,43 ,56 ,45 ,73 ,67 
2012,Sergey Sipatov,ST,59,70 ,60 ,50 ,59 ,46 ,53 
2012,Sergio García,CF,74,67 ,73 ,67 ,81 ,51 ,56 
2012,Lee Williamson,CM,64,78 ,57 ,66 ,66 ,68 ,70 
2012,Josh Scott,ST,59,72 ,54 ,45 ,49 ,54 ,69 
2012,Márcio Rosário,CB,69,55 ,55 ,59 ,46 ,71 ,55 
2012,Kees Luijckx,CB,67,60 ,68 ,68 ,64 ,72 ,61 
2012,Alberto Gilardino,ST,81,76 ,73 ,52 ,72 ,57 ,84 
2012,Dante,CB,77,66 ,64 ,74 ,66 ,81 ,73 
2012,Leandro Grimi,LB,70,65 ,60 ,69 ,69 ,69 ,70 
2012,David Noble,CM,64,62 ,52 ,66 ,65 ,56 ,53 
2012,Gastón Ramirez,CAM,78,83 ,73 ,71 ,79 ,57 ,61 
2012,Gary Alexander,ST,63,45 ,65 ,39 ,53 ,58 ,72 
2012,Raúl Fuster,LB,62,77 ,31 ,54 ,54 ,64 ,64 
2012,Gabriel Pereyra,CAM,70,71 ,69 ,68 ,71 ,62 ,76 
2012,Maicon,CAM,67,64 ,67 ,66 ,70 ,47 ,54 
