2016,Bruninho,ST,69,79 ,69 ,65 ,77 ,40 ,65 
2016,Kim André Madsen,CB,70,72 ,35 ,53 ,46 ,71 ,74 
2016,Viv Solomon-Otabor,LM,54,78 ,51 ,51 ,49 ,26 ,54 
2016,Thomas Dalgaard,ST,68,62 ,69 ,47 ,59 ,18 ,70 
2016,Harry Anderson,ST,51,66 ,51 ,45 ,59 ,28 ,47 
2016,Stian Semb Aasmundsen,CM,61,62 ,51 ,60 ,66 ,47 ,65 
2016,Massimo Volta,CB,69,59 ,31 ,43 ,48 ,69 ,73 
2016,Elba Rashani,LW,67,77 ,58 ,58 ,70 ,30 ,57 
2016,Adrian Marín,ST,62,79 ,60 ,62 ,72 ,36 ,50 
2016,Mikel Gonzalez,CB,80,68 ,45 ,61 ,52 ,81 ,82 
2016,Jeppe Grønning,CDM,60,59 ,34 ,47 ,49 ,62 ,61 
2016,Tom Owen-Evans,ST,45,66 ,42 ,36 ,44 ,21 ,41 
2016,Daniel Pedersen,CM,59,71 ,40 ,57 ,59 ,64 ,69 
2016,Siqueira,LB,78,79 ,66 ,75 ,80 ,74 ,77 
2016,Stergos Marinos,RB,71,79 ,45 ,64 ,69 ,71 ,71 
2016,Diego Rico,LB,68,69 ,52 ,56 ,60 ,69 ,72 
2016,Gian-Luca Waldschmidt,ST,61,72 ,61 ,51 ,63 ,18 ,48 
2016,Ryan McEvoy,CM,55,63 ,54 ,55 ,54 ,52 ,66 
2016,Kwesi Appiah,ST,65,90 ,62 ,51 ,62 ,40 ,68 
2016,Darko Jevtić,CAM,68,65 ,63 ,65 ,71 ,49 ,65 
2016,Raphael Holzhauser,CM,69,59 ,67 ,70 ,67 ,63 ,74 
2016,Emmanuel Emenike,ST,76,86 ,74 ,61 ,75 ,26 ,81 
2016,Anthony Jung,LB,68,75 ,61 ,61 ,68 ,66 ,74 
2016,Regan Poole,CB,54,68 ,24 ,33 ,40 ,53 ,63 
2016,Paul Aguilar,RB,75,86 ,62 ,66 ,69 ,72 ,75 
2016,Josiah Kenneth Omeruo,CB,70,74 ,32 ,47 ,59 ,70 ,76 
2016,Stefan Kießling,ST,80,66 ,82 ,70 ,67 ,44 ,81 
2016,Harry Hickford,CB,48,60 ,23 ,31 ,31 ,49 ,52 
2016,Yuriy Zhirkov,LB,85,86 ,72 ,83 ,81 ,79 ,82 
2016,Mohammed Al Amri,LB,59,73 ,49 ,47 ,66 ,56 ,62 
