2017,Kevin Doyle,ST,69,69,67,62,66,37,69
2017,Joackim Jørgensen,CM,64,68,57,62,64,64,81
2017,Abdullah Al Shammari,CM,51,64,43,54,50,35,41
2017,Alexis Zapata,CAM,70,77,62,65,72,33,68
2017,Ryan Williams,RM,64,77,53,54,68,23,58
2017,Nasiru Mohammed,RW,65,85,54,57,68,18,41
2017,Kebba Ceesay,CB,67,88,50,56,62,63,78
2017,Yuto Takeoka,RB,64,59,52,55,58,62,68
2017,Ibrahima Diallo,LB,62,70,36,51,60,60,66
2017,Muhammed Burak Taşdemir,LM,55,65,57,49,61,26,48
2017,Petter Mathias Olsen,ST,53,59,53,36,52,18,47
2017,Darren Oldaker,CM,57,67,42,60,60,33,56
2017,Ismahil Akinade,ST,61,79,59,43,56,37,69
2017,Nicolás Gorosito,CB,72,69,50,61,56,71,78
2017,Sebastian Heidinger,RB,68,74,61,64,67,65,69
2017,Kyle Bennett,LM,67,82,61,60,72,34,52
2017,Chris Mavinga,LB,70,78,42,63,68,66,69
2017,Antoine Ponroy,CB,64,50,36,42,47,65,65
2017,Salman Al Faraj,CM,72,70,68,72,74,69,65
2017,Ludovic Baal,LB,75,82,49,66,66,73,74
2017,Stefan Gartenmann,CB,61,48,31,44,42,60,62
2017,Tommie Hoban,CB,70,53,37,54,52,73,65
2017,Yamil Asad,RM,65,71,52,64,65,56,60
2017,Hassan Ghazwani,CM,53,74,42,52,62,35,38
2017,Jaime Córdoba,CDM,68,54,58,64,61,67,70
2017,David Brooks,CAM,57,66,51,52,63,31,55
2017,Pär Ericsson,ST,64,69,62,44,60,26,69
2017,Míchel,CAM,72,61,66,76,72,50,60
2017,Juan Bolaños,CB,53,58,23,27,32,53,63
2017,Juan Guzmán,LW,56,68,47,54,59,36,43
2017,Darren Bent,ST,72,72,74,52,65,26,56
2017,Dani Ceballos,CAM,77,67,59,74,81,49,57
2017,Václav Černý,RW,69,85,62,57,77,23,41
2017,Kim Won Sik,CB,64,73,36,52,49,61,76
2017,Rafael Tolói,CB,75,64,46,52,57,77,71
2017,Tom Hopper,ST,62,64,58,46,57,22,64
2017,Aaron Maund,CB,71,62,43,51,54,70,75
2017,Felix Klaus,LM,73,85,65,65,73,33,68
2017,Nicolai Müller,RM,77,88,69,71,78,46,66
2017,Rodrigo Erramuspe,CB,69,51,33,39,42,70,72
2017,Kieran Kennedy,CB,55,53,23,32,39,55,62
2017,Félix García,CB,61,51,26,28,35,61,70
2017,Claudio Pizarro,ST,79,46,80,71,76,31,69
2017,Lorenzo Gordinho,CB,68,69,26,49,52,70,68
2017,James Penrice,LB,52,63,29,35,46,53,56
2017,Ylli Sallahi,LB,65,71,55,60,67,60,66
2017,Kadir Keleş,LB,71,82,53,59,70,66,57
2017,Juan Domínguez,LB,69,72,47,65,69,64,69
2017,Ante Budimir,ST,71,64,71,45,65,31,68
2017,Fernández,RB,68,88,40,54,64,61,63
2017,Artem Timofeev,CDM,66,68,53,56,61,64,69
2017,Baptiste Guillaume,ST,69,53,66,56,68,25,66
2017,Kwame Bonsu,CM,63,71,55,60,65,54,67
2017,Jean-Jacques Bougouhi,ST,64,83,63,45,68,23,55
2017,Riza Durmisi,LB,69,85,62,69,73,60,75
2017,Hirving Lozano,LW,76,93,71,69,79,34,63
2017,Brian Landini,RB,58,56,51,48,54,59,66
2017,Raillo,CB,71,61,36,52,58,70,70
2017,Abiola Dauda,ST,68,78,72,49,62,34,58
2017,Alessandro Longhi,LB,70,74,52,60,66,64,74
2017,Johan Mårtensson,CM,66,60,52,64,64,59,73
2017,Kiko Olivas,CB,75,47,52,53,56,75,85
2017,Craig Disley,CM,61,67,47,59,58,48,70
2017,Maxime Chanot,CB,73,53,49,46,43,72,81
2017,Christopher Lindquist,RB,57,69,45,51,49,56,61
2017,Léiner Escalante,ST,62,75,58,50,65,21,56
2017,David Bates,CB,49,59,22,29,34,48,52
2017,Josh Rose,LB,63,67,50,58,61,60,69
2017,Samuel Eto'o,ST,81,74,82,74,80,36,71
2017,Augusto Barrios,RB,68,74,58,61,66,67,70
2017,Serdar Aziz,CB,76,75,32,54,59,74,81
2017,José Fonte,CB,83,54,35,52,62,84,79
2017,Tongo Doumbia,CM,72,72,71,67,71,76,86
2017,Tom Doyle,LB,63,73,35,58,58,60,68
