2015,Valerón,CAM,73,38 ,58 ,80 ,75 ,29 ,38 
2015,Kamil Włodyka,RM,61,69 ,55 ,58 ,64 ,51 ,59 
2015,King Osei Gyan,CM,61,72 ,57 ,58 ,60 ,59 ,71 
2015,Cuauhtémoc Blanco,CAM,71,27 ,66 ,78 ,70 ,32 ,56 
2015,Jordan Clarke,RWB,64,79 ,34 ,55 ,61 ,63 ,67 
2015,Francis N'Ganga,LB,66,84 ,41 ,56 ,56 ,65 ,71 
2015,James Hayter,ST,60,53 ,62 ,53 ,57 ,33 ,54 
2015,Alpaslan Öztürk,CDM,67,75 ,55 ,62 ,67 ,64 ,78 
2015,Facundo Erpen,CB,69,73 ,51 ,54 ,60 ,66 ,78 
2015,Andreas Beck,RB,74,75 ,44 ,70 ,73 ,73 ,71 
2015,Tyson Wahl,CB,63,67 ,56 ,59 ,57 ,61 ,69 
2015,Tomas Rogić,CAM,65,71 ,65 ,65 ,70 ,36 ,65 
2015,Ian Turner,RM,55,65 ,46 ,55 ,51 ,51 ,62 
2015,Loris Benito,LB,67,78 ,48 ,60 ,64 ,64 ,72 
2015,Guillaume Loriot,CDM,65,48 ,50 ,65 ,60 ,65 ,65 
2015,Axel Witsel,CM,80,71 ,73 ,77 ,83 ,74 ,80 
2015,Martin Steuble,CAM,58,59 ,55 ,52 ,59 ,40 ,56 
2015,Paul Aguilar,RWB,72,81 ,52 ,69 ,69 ,70 ,78 
2015,Sergio Santana,CAM,63,66 ,63 ,62 ,64 ,35 ,64 
2015,Danny Graham,ST,69,53 ,72 ,62 ,68 ,35 ,74 
2015,Nat Borchers,CB,68,60 ,39 ,45 ,53 ,67 ,75 
2015,Tokmac Choi Nguen,CAM,56,72 ,53 ,48 ,69 ,35 ,57 
2015,Per Ciljan Skjelbred,CM,74,68 ,60 ,72 ,77 ,63 ,71 
2015,Loïc Perrin,CB,80,71 ,64 ,69 ,67 ,83 ,76 
2015,Richard Brittain,RM,65,60 ,67 ,66 ,67 ,60 ,62 
2015,Morten Thorsby,CAM,59,62 ,44 ,56 ,61 ,39 ,54 
2015,Marvin Morgan,ST,59,68 ,54 ,46 ,55 ,32 ,76 
2015,Emir Bajrami,RM,70,78 ,67 ,64 ,76 ,31 ,63 
2015,Sebastián Fernández,RM,64,73 ,67 ,59 ,70 ,27 ,55 
2015,Patrice Bernier,CDM,66,65 ,64 ,66 ,65 ,63 ,70 
2015,Pitu,CM,58,68 ,54 ,56 ,61 ,44 ,59 
2015,Sana Zaniou,ST,59,71 ,60 ,51 ,62 ,25 ,46 
2015,Manuel Konrad,CDM,66,66 ,55 ,58 ,58 ,67 ,75 
2015,Andre Wisdom,RB,69,68 ,29 ,58 ,58 ,74 ,75 
2015,Ruben Imingen,LB,60,70 ,50 ,58 ,58 ,57 ,65 
2015,Ghislain Gimbert,ST,68,66 ,72 ,61 ,64 ,35 ,72 
2015,Dominic Samuel,ST,61,69 ,60 ,46 ,59 ,28 ,58 
2015,Horacio Cervantes,CB,63,34 ,39 ,51 ,42 ,62 ,74 
2015,Layvin Kurzawa,LB,76,79 ,63 ,73 ,74 ,75 ,73 
2015,Andrés Robles,CDM,64,73 ,34 ,54 ,60 ,63 ,76 
2015,Andrés Reyes,CB,59,45 ,27 ,37 ,36 ,56 ,73 
2015,Daniel Sobralense,RM,62,64 ,54 ,59 ,72 ,31 ,48 
2015,Duško Tošić,LB,68,74 ,36 ,53 ,52 ,68 ,80 
2015,Aníbal Zurdo,ST,66,65 ,63 ,52 ,58 ,34 ,75 
