player_id,team_id,goals
47,2,0
142,2,0
43,2,2
479,2,1
49,2,1
493,2,1
132,2,0
33,2,0
134,2,0
42,2,0
45,2,0
37,2,0
46,2,0
48,2,0
480,2,0
2226,1,0
8346,1,2
2712,1,1
2315,1,0
2757,1,2
2220,1,0
2310,1,0
3753,1,1
2750,1,0
2749,1,2
2313,1,0
2747,1,0
2740,1,0
2748,1,0
25,1,0
2759,1,0
8,1,0
4579,1,0
2729,1,0
6593,1,1
2713,1,0
2317,1,0
2316,1,0
9498,3,0
9026,3,0
9039,3,0
9037,3,0
8964,3,1
9176,3,0
9042,3,0
8996,3,0
8965,3,1
9040,3,0
9031,3,1
9041,3,0
8980,3,2
8954,3,0
8933,3,0
8938,3,0
8945,3,0
9510,3,1
8962,3,2
8982,3,1
9179,3,0
8963,3,1
9022,3,3
9038,3,1
10406,46,1
2196,46,3
10373,46,0
10547,46,1
9898,46,2
9717,46,0
9741,46,0
9726,46,2
9730,46,1
9739,46,2
9792,46,0
9716,46,0
10025,46,0
9797,46,0
9731,46,0
9733,46,0
9736,46,0
10014,46,0
12212,4,0
12316,4,0
12201,4,0
12199,4,0
12211,4,0
12209,4,0
12315,4,0
12260,4,1
12215,4,0
12206,4,0
12197,4,0
12203,4,1
12323,4,1
12252,4,1
15830,4,1
14130,4,3
12253,4,0
12251,4,0
130,5,0
17440,5,2
16829,5,1
16827,5,0
127,5,1
9738,5,1
129,5,0
125,5,0
8921,5,1
126,5,1
137,5,0
123,5,0
16825,5,0
128,5,1
136,5,0
16826,5,0
2318,5,3
9740,5,1
135,5,0
16822,5,0
124,5,0
122,5,0
2698,47,0
2769,47,0
2741,47,0
2768,47,2
2716,47,0
2763,47,1
2736,47,1
19682,47,2
2711,47,0
2760,47,0
2752,47,0
2699,47,0
2737,47,0
2674,47,0
2758,47,1
2732,47,1
2767,47,2
2735,47,0
2655,47,1
2746,47,0
20263,47,1
2733,47,0
143,6,0
2791,6,1
16830,6,1
16831,6,2
144,6,0
2793,6,1
152,6,1
16828,6,0
2792,6,0
151,6,0
158,6,0
33223,6,1
147,6,0
145,6,0
2794,6,0
12261,6,1
2790,6,1
149,6,0
146,6,0
3749,7,0
2845,7,0
19418,7,2
234,7,0
12319,7,0
21208,7,0
12324,7,1
19414,7,0
3717,7,2
3750,7,1
3711,7,0
19416,7,0
21210,7,0
3672,7,0
3287,7,0
3754,7,0
20846,7,2
19420,7,1
16912,8,0
22914,8,1
22902,8,0
22997,8,1
22900,8,1
8975,8,0
8970,8,0
23056,8,0
23894,8,0
22060,8,1
8969,8,0
16919,8,0
23058,8,1
23893,8,0
23055,8,0
8971,8,0
22920,8,0
16921,8,1
23896,8,1
23416,8,0
8977,8,0
8979,8,2
491,9,0
484,9,0
485,9,0
490,9,0
492,9,1
489,9,0
481,9,0
487,9,0
482,9,0
486,9,0
494,9,1
483,9,0
24368,9,0
488,9,0
25199,10,0
25161,10,0
25175,10,0
24901,10,0
25204,10,1
20734,10,0
26047,10,0
24899,10,1
24911,10,1
24900,10,0
25172,10,0
12430,10,0
3871,10,0
25629,10,1
24996,10,0
25174,10,0
24906,10,0
3862,10,1
24998,10,0
25160,10,1
24903,10,1
3868,10,1
25634,10,1
24999,10,1
26044,10,0
39777,11,1
39776,11,1
34715,11,0
38350,11,0
34720,11,0
37965,11,0
37962,11,0
34705,11,1
38348,11,1
37967,11,1
10018,11,1
38351,11,0
39786,11,1
10003,11,0
9984,11,0
37968,11,0
10006,11,0
39785,11,1
34719,11,1
34717,11,0
30381,11,1
9993,11,0
37970,11,2
26127,48,0
4153,48,0
4155,48,0
20844,48,0
26670,48,2
4150,48,3
4149,48,2
19555,48,0
20845,48,3
19559,48,0
4148,48,1
26129,48,0
4128,48,1
4152,48,0
4151,48,0
19557,48,0
4132,48,0
4145,48,0
4121,48,0
4156,48,0
4118,48,0
4211,49,0
24997,49,0
12471,49,0
4203,49,0
4201,49,0
4218,49,0
4219,49,2
4216,49,0
10059,49,0
10061,49,0
4205,49,3
20906,49,1
44597,49,0
4213,49,0
10058,49,1
10064,49,0
4200,49,0
24994,49,1
4221,49,0
20907,49,1
4214,49,0
20905,49,1
27058,49,1
24993,49,1
27669,80,1
27665,80,0
27670,80,1
27158,80,0
27671,80,1
27059,80,0
27441,80,0
27287,80,0
27166,80,0
27169,80,0
27673,80,1
27667,80,0
27168,80,0
27666,80,0
27664,80,0
20964,12,1
9005,13,0
9034,13,0
29700,13,2
9032,13,3
9030,13,0
8998,13,0
9011,13,0
9015,13,0
28549,13,1
9029,13,1
9016,13,0
9007,13,0
9033,13,3
9035,13,0
9012,13,0
28901,13,2
9036,13,0
10153,13,1
4543,50,1
21072,50,2
4550,50,1
4511,50,0
4545,50,0
4516,50,0
19689,50,0
19672,50,1
4541,50,0
19687,50,0
21077,50,1
4548,50,1
4547,50,3
4549,50,0
4542,50,1
19684,50,0
4519,50,0
4515,50,0
19688,50,0
19690,50,1
4544,50,0
4551,50,0
19675,50,0
4498,50,0
19671,50,0
31348,14,0
648,14,0
31349,14,0
31365,14,0
658,14,1
686,14,0
4574,51,0
25177,51,0
25171,51,0
4576,51,0
4572,51,0
4583,51,0
25173,51,0
38564,51,1
4570,51,1
25159,51,1
4568,51,0
25164,51,1
4569,51,1
4578,51,0
25162,51,1
4584,51,0
25167,51,0
25176,51,0
31575,15,1
10365,15,0
17356,15,0
10371,15,0
17357,15,0
10361,15,0
31570,15,0
10355,15,0
10362,15,2
753,15,1
31707,15,1
10364,15,0
10360,15,0
28551,15,1
10369,15,1
31576,15,1
17360,15,1
31705,15,0
31573,70,0
31564,70,1
33405,70,0
31565,70,1
33222,70,0
9088,70,0
33406,70,1
33849,70,0
31572,70,0
33221,70,1
9093,70,0
17368,70,2
31577,70,0
33430,70,0
31566,70,0
33432,70,2
31569,70,1
31563,70,0
21215,70,1
33224,70,2
31574,70,0
9091,70,0
9100,70,0
17442,16,0
13090,16,0
13095,16,0
17441,16,0
13091,16,1
13094,16,0
13092,16,0
17446,16,1
33408,16,0
33404,16,2
33398,16,1
13093,16,0
28882,16,1
17444,16,0
13096,16,1
13089,16,0
13088,16,1
17443,16,1
34111,16,4
34108,16,0
34202,16,0
34932,17,2
9160,17,1
17793,17,1
21261,17,1
9154,17,3
9178,17,0
9165,17,0
24374,17,1
17790,17,0
23054,17,0
9169,17,0
4829,17,0
9175,17,1
9155,17,0
9157,17,2
9167,17,0
4825,17,0
23057,17,1
9162,17,1
34788,17,1
9163,17,0
10404,18,0
826,18,0
34104,18,2
4967,18,0
828,18,0
10403,18,0
825,18,1
4962,18,0
10402,18,2
836,18,0
34103,18,0
833,18,0
34109,18,1
823,18,1
34106,18,1
832,18,1
831,18,1
827,18,0
824,18,0
34107,18,0
31708,18,1
4965,18,0
34105,18,1
34110,18,2
25192,19,1
36095,19,0
25198,19,0
36300,19,1
10453,19,0
10452,19,1
36297,19,0
30481,19,0
10464,19,0
21336,19,1
25195,19,0
25196,19,0
10446,19,1
25193,19,1
36301,19,1
21333,19,0
10465,19,0
25197,19,0
36167,19,0
25194,19,1
36298,19,0
36299,19,0
30485,19,1
10558,52,1
9226,52,0
10552,52,2
9225,52,1
10562,52,1
33431,52,2
10556,52,0
10564,52,0
9224,52,0
13527,52,0
9233,52,0
10555,52,1
9227,52,2
5014,52,0
10549,52,0
10553,52,1
10561,52,1
5017,52,0
9231,52,0
5007,52,2
10550,52,1
37137,53,1
37959,53,0
37348,53,2
5039,53,0
37684,53,0
37521,53,0
25290,53,0
37522,53,0
19785,53,0
37529,53,1
25291,53,0
37134,53,0
21371,53,0
25293,53,0
37909,53,0
37910,53,1
19762,53,0
37525,53,0
37345,53,0
38021,54,0
5087,54,0
38018,54,0
38023,54,0
38022,54,0
38144,54,0
38019,54,0
37971,54,1
5082,54,0
21407,54,1
5077,54,0
21401,54,0
38025,54,1
21405,54,0
38020,54,1
21400,54,0
27292,54,0
38024,54,1
5111,55,0
5110,55,0
5116,55,0
5119,55,1
5109,55,0
5112,55,0
5105,55,0
21448,55,1
21466,55,1
25425,55,1
5113,55,0
5114,55,0
21462,55,1
21469,55,0
29939,55,0
5122,55,1
5115,55,0
5118,55,0
35505,20,0
14124,20,0
17954,20,0
14123,20,0
5212,20,0
29057,20,0
14127,20,0
29054,20,0
14128,20,0
14126,20,1
29056,20,0
14120,20,0
14121,20,0
14125,20,1
17956,20,2
5215,20,0
14131,20,1
14122,20,1
38999,20,1
25452,71,0
14152,71,0
14149,71,0
14157,71,1
14160,71,0
18008,71,0
14163,71,0
14148,71,0
14151,71,0
14150,71,1
14156,71,2
18010,71,0
18009,71,2
9291,71,0
34201,71,0
39654,71,1
14162,71,0
9297,71,0
14147,71,0
14164,71,1
39784,57,1
21511,57,1
39783,57,1
39775,57,0
5220,57,0
39782,57,0
5227,57,2
5221,57,0
5222,57,1
5228,57,1
39779,57,0
5226,57,0
39780,57,0
39781,57,0
5224,57,0
40141,57,1
5219,57,2
39778,57,1
10723,76,1
40511,76,0
40510,76,0
10721,76,1
10727,76,1
10732,76,0
40509,76,1
40640,76,1
10731,76,0
10728,76,0
10724,76,0
10729,76,0
40514,76,1
40515,76,1
10735,76,1
10730,76,0
10726,76,1
40690,76,0
10733,76,0
40513,76,1
40512,76,0
10734,76,1
10725,76,0
40937,58,2
9309,58,0
18057,58,0
18050,58,0
40934,58,0
18048,58,0
38963,58,1
36492,58,0
41105,58,1
41244,58,0
40882,58,0
18052,58,1
36494,58,0
40935,58,0
18054,58,0
18058,58,0
40883,58,2
18060,58,0
40936,58,0
18053,58,0
18047,58,0
5404,21,0
9329,21,0
9323,21,0
34929,21,2
34235,21,0
34928,21,1
9326,21,0
5389,21,0
5397,21,0
5403,21,0
5401,21,0
18136,21,0
34931,21,1
3471,21,1
5409,21,2
18140,21,2
5406,21,1
23409,21,1
18134,21,1
18133,21,0
41480,21,0
34930,21,1
41396,21,1
5405,21,1
1083,22,0
1080,22,0
1085,22,1
1082,22,0
1084,22,0
21559,22,0
1081,22,0
1087,22,1
1086,22,0
38995,22,0
38997,22,0
24534,22,0
38996,22,0
36563,22,1
5452,59,1
5469,59,0
38133,59,0
38142,59,0
5470,59,0
38139,59,1
38143,59,0
38146,59,1
5467,59,0
38145,59,1
5465,59,0
5460,59,0
5464,59,1
5463,59,0
5468,59,0
38141,59,1
38132,59,0
5446,59,0
5459,59,0
38140,59,0
10938,60,3
10933,60,1
5536,60,0
5535,60,0
5537,60,0
23444,60,0
10937,60,1
21597,60,2
10936,60,0
10935,60,0
10939,60,1
10927,60,0
10930,60,1
5545,60,0
5538,60,0
41922,60,0
10926,60,0
23443,60,0
23448,60,2
10934,60,1
10928,60,0
10922,60,0
18155,23,1
40140,23,1
1116,23,0
1121,23,0
1119,23,0
40132,23,0
1115,23,1
40139,23,0
1111,23,0
5573,23,1
40138,23,0
1110,23,0
18154,23,0
1122,23,2
1112,23,0
1113,23,0
29215,23,1
42519,23,1
1117,23,0
1114,23,0
31823,61,1
31818,61,0
31821,61,3
31819,61,0
33689,61,0
42882,61,3
33682,61,0
31817,61,2
31822,61,0
31827,61,0
42881,61,0
31826,61,0
31830,61,0
31833,61,0
33691,61,0
31816,61,0
5815,24,0
19926,24,0
19916,24,0
42942,24,1
19939,24,0
5820,24,0
5832,24,2
19929,24,0
43121,24,1
5804,24,0
43163,24,0
26558,24,1
5824,24,0
5831,24,0
5829,24,0
25613,24,2
43120,24,0
5780,24,0
25614,24,1
5825,24,0
5830,24,0
21757,24,0
19933,24,0
38675,24,2
42941,24,1
43077,24,1
25612,24,0
38327,24,1
38673,24,0
43122,24,0
25611,24,0
5833,24,0
38674,24,0
25635,25,1
25626,25,1
25633,25,2
1261,25,0
1256,25,0
25630,25,1
25625,25,0
1258,25,0
25632,25,1
25624,25,0
25619,25,0
25623,25,0
24611,25,0
24603,25,0
1263,25,0
25622,25,0
25627,25,1
25618,25,1
25631,25,1
25628,25,1
25621,25,1
43607,25,0
25620,25,0
14546,62,1
5917,62,0
14540,62,0
5921,62,1
11191,62,1
35001,62,4
36602,62,1
5918,62,0
14547,62,0
35000,62,0
34997,62,1
