id,name,latitude,longitude
507,Lancaster Park CHRISTCHURCH,-43.54264275,172.653885811261
2147,SAN DIEGO CALIFORNIA,,
1336,"MCH Arena, Herning",56.11690805,8.95090626379648
596,"BayArena, Leverkusen",51.03835245,7.00288485568142
1793,"Alexandra Avenue, Athens",,
977,Al Nehayan Stadium,,
1843,Estadio Matute LIMA,,
1018,"Yuri Gagarin, Varna",43.2093665,27.9328094
1312,Mario Puchoz AOSTA,45.73719535,7.3273810583508
1911,Vicarage Road,,
1904,Varosi Stadion NYIREGYHAZA,,
1159,KINGSTON,17.9712148,-76.7928127
50,NEZAHUALCOYOH,,
1288,Sostoi NYREGYHAZA,,
1774,Toumbas Stadium,,
2209,SAN ISIDRO de General,,
1796,Piraus PIRAEUS,,
221,"Comunale, Florence",43.77507505,11.2392184230905
1387,"Boston, USA",42.3604823,-71.0595677
1166,TOLUCA,19.292545,-99.6569006
1092,Stade de Sikasso SIKASSO,,
937,GUADALAJARA,40.7399963,-2.50592992588473
990,Brigido Iriarte,10.48302725,-66.9413412652185
1602,"Marc'Antonio Bentegodi, Verona",45.4353462,10.9685724092286
568,Sletovy PRAHA,,
471,Hyochang Park SEOUL,37.5451016,126.960804622863
1362,Arosvallen VASTERAS,59.62040235,16.5406131079334
1933,DALIAN,,
101,Estadio Boca BUENOS AIRES,-34.63569025,-58.3648651566796
1625,Skogsvallen LULEA,65.5992644,22.1619924290267
979,A Conto Pereira,,
1394,"Al Ahli, Riyadh",,
2170,TETOUAN,,
265,"Los Defensores Del Chaco, Asuncion",-25.0870695,-57.523595
1478,LFF Stadium Vilnius,54.66853855,25.2947060376998
31,"National Stadium, Khartoum",,
1441,Aleppo,36.197971,37.1656697
1675,"Saint Symphorien, Metz",,
1842,Skinner Park SAN FERNANDO,,
1913,PADUA,,
1691,"Stade de l'Abbe Deschamps, Auxerre",47.78678475,3.58862372088038
1286,FTC BUDAPEST,47.4802734,19.1155451668374
662,"Paul-Gruninger Stadion, St Gallen",47.4338657,9.40571110852615
413,Beijing,39.9059631,116.391248
1358,"Olympic Stadium, Stockholm",,
2125,SBC Stadium,,
632,"Tivoli, Innsbruck",47.2598551,11.4064845
1187,The Kingdome SEATTLE,47.5985216,-122.3313155
577,Stamford Bridge,51.4816865,-0.191963564421104
467,Beersheva TEL AVIV,,
1270,Hasely Crawford ST JOHN'S,,
882,CURITIBA,-25.4295696,-49.2712361
2066,Garibaldi PISA,,
802,Big Eye Stadium OITA,,
1620,Estadio Rico Perez,38.35734585,-0.492597322119981
929,Walkers Stadium,40.76003535,-111.848890583698
367,"Laugardalsvollur, Reykyavik",64.14360275,-21.8789321751693
1365,Kimiidera WAKAYAMA,34.1880057,135.1876099
605,WAC Platz WIEN,48.2071225,16.40285225
1174,King Senzangakhona Stadium,,
184,Estadio Elias Aguirre,-6.7682214,-79.8610196651558
2120,Sapporo Dome,,
1584,OFFENBACH,50.088766,8.766286
472,Big Arch Stadium HIROSHIMA,,
1722,Rapid BUCURESTI,,
1572,TJK Stadion TALLINN,,
560,SARAJEVO,43.8519774,18.3866868
610,Rudof Gheimer Platz WIEN,,
1095,"Stade Omnisports Ahmadou Ahidjo Stadium, Yaounde",,
586,Mussolini TURIN,44.9590035,7.2973717
270,Estadio La Portada,-29.9116308,-71.2524773615612
316,Artemio Franchi FLORENCE,43.7808507,11.2828534966737
569,"Tehelne Pole Stadion, Bratislava",,
216,"Santiago Bernabeu, Madrid",40.4523258,-3.6906622
298,"Vicente Calderon, Madrid",40.40174065,-3.72065579018722
1546,Miesto Stadionas KLAIPEDA,55.72635785,21.1095870909582
1985,Al Wakra Stadium,,
2156,Estadio Jaliasco,,
514,Hutt Recreation Ground AUCKLAND,,
726,Stadion Evaena Roaickaho,,
420,"Suncorp Stadium, Brisbane",-27.4649983,153.009602020717
1080,MOSKVA,55.7506828,37.6174976
156,Giuseppe Meazza MILAN,45.47820035,9.12396399069145
510,Carlaw Park AUCKLAND,-36.85357545,174.776020975754
1136,"Investors Group Field, Winnipeg",49.80800415,-97.1428907888098
1535,Trikelim Stadion TRIKALA,,
1896,Tsirion Athletic Centre LIMASSOL,,
1554,NARVA,59.3766915,28.1921057
2003,LEEUWARDEN,,
677,Liberty Stadium,51.64300855,-3.93485269478247
1271,Rio Tinto Stadium,40.5828795,-111.892523227513
124,"Sao Januario, Rio de Janeiro",-22.1715619,-42.4213831
1708,"Stadion Narodowy, Warsaw",52.23968845,21.0455181640116
278,"Estadio Monumental, Lima",-12.0556046,-76.935967779653
1352,"Ibrox Stadium, Glasgow",55.85322665,-4.30921454062126
1498,Absa Stadium,-29.8248139,31.0296651232557
915,BERLIN,52.5170365,13.3888599
1201,Hernan Ramirez Villegas,,
1767,NAPLES,,
1885,E.Iacovone TARANTO,,
688,BAHRAIN,26.1551249,50.5344606
1035,Osaka (JPN),,
177,MAR DEL PLATA,-37.9977224,-57.5482702
1379,HEREDIA,10.17797235,-84.0582362632662
1882,Stade Aziz TEHRAN,,
615,Ujpest BUDAPEST,47.5774145,19.0930636206187
1264,SAN FERNANDO,16.9134645,-93.2203811018791
1581,"Heinrich-Zisch-Stadion, Munich",,
588,Calderon MADRID,-0.0778859,-78.4317129
1375,Brondby Stadion,55.64893935,12.4195115738722
1323,"Viktoria, Hamburg",53.5585843,9.91246255036196
85,Melbourne Cricket Ground,-37.81990625,144.983220037201
927,"Swedbank Stadium, Malmo",55.58344335,12.9875631383165
1559,Dr Magalhaes Pessoa Stadion LEIRIA,,
86,Wien,48.2083537,16.3725042
1001,"Junak, Sofia",,
414,Seiffert Oval,-35.34525355,149.243063934092
944,"Benito Villamarin, Seville",37.35652305,-5.98180138780109
344,"Hrazdan Stadium, Yerevan",40.18036705,44.4946722921886
1053,Veliko TIRNOVO,43.0820584,25.6321312
1317,"Aarhus Stadion, Aarhus",,
1938,SAYDA,,
746,"St Cloud, Paris",48.8426,2.2045308
594,"Mungersdorferstadion, Cologne",,
139,Recife,-8.064193,-34.8781516
517,"Queen Elizabeth II Park, Christchurch",-43.49144475,172.706945283714
319,Estadio Malvinas MENDOZA,-32.9313412,-68.8523417011872
1817,Monterrey Park California,,
501,"Athletic Park, Wellington",39.874483,-86.1426169
876,Estadio Pedro Pedrossian,-20.50142745,-54.6101875999096
1823,SAN ANTONIO,,
1359,Ullevi GOTEBORG,57.7059173,11.9888397382423
595,Parkstadion GELSENKIRCHEN,51.5591248,7.0682484192968
982,Jose Encarnacion Stadium,-34.61011075,-58.9083671516027
346,"Bilino Polje, Zenica",44.2058245,17.907200461274
1966,Du Couremmement SHIRAZ,,
1297,das Antas LISBON,38.9167521,-9.3375897
597,"Veltins-Arena, Gelsenkirchen",51.55459375,7.06760008798453
667,"Stade Louis II, Monaco",43.7275713,7.41545769529675
382,Karadorde Stadium,44.78322025,20.4646750508839
905,BAHIA SALVADOR,-12.9822498,-38.4812771
858,Metropolitano Merida,8.6206669,-71.1302023
576,Hohe Warte,51.896066,8.8652894
1972,Rasheed Stadium,,
1844,San Fernando PORT OF SPAIN,,
1315,Idraettsparken,,
1969,KARACHI,,
375,SETUBAL,38.51736365,-8.89634062930799
1229,Estadio Garcilaso de la Vega CUSCO,,
1870,Estadio Francisco Morazan,,
1348,"Estadio do Dragao, Porto",41.16172995,-8.58271406374885
23,Liberty IBADAN,7.3688607,3.87389
2167,IRAPAUTO,,
1834,Estadio Brigido Iriarte,,
1880,Nuevo ELCHE,,
1824,Potosino Alfonso Lastras,,
2107,Hakadanomori FUKUOKA,,
1156,UCF Soccer and Track Complex,,
1712,Wildparkstadion KARLSRUHE,,
719,"Bunyodkor Stadium, Tashkent",,
898,Estadio Nacional de Costa Rica,,
2081,Municipal Chikko OSAKA,,
879,Olimpico PORTO ALEGRE,-30.06053615,-51.2134085679591
598,UPC Arena,,
692,"Al Abbasiyyin Stadium, Damascus",,
545,"AFG Arena, St Gallen",47.4087228,9.30586754483616
2095,CESKE BUDEJOVICE,,
45,Aline Sitoe Diatta,12.5592452,-16.2823951
392,National Stadium MANAMA,,
513,"Mount Smart Stadium, Auckland",-36.9178348,174.812280203623
1532,Ventspils Olimpiskais Stadions,57.38778245,21.5703119429537
339,GIFU JAPAN,35.7867449,137.0460777
2193,AMSTERDAM,,
1981,"Public Stadium, ULSAN",,
575,"Cricketer Platz, Vienna",,
1033,"National Stadium, Kingston",18.00137915,-76.7726328610946
476,"International Stadium, Yokohama",35.5099882,139.606382543878
1282,Dresdener DRESDEN,52.5016068,13.4166455
458,"Ulloi ut, Budapest",47.4413488,19.1826927
1476,"Juventus Stadium, Turin",45.10955815,7.64126454663226
208,Estadio Nacional Mateo Flores,,
161,SANTIAGO,-33.4377967,-70.650445
24,Felix Houphouet Boigny,18.0850922,-15.9838708
1244,MACHALA,-3.2587493,-79.9595132
2205,"Guangzhou Tianhe Sports Center, Guangzhou",,
1520,Roker Park,54.9223711,-1.3710877
1182,BROOKLYN,25.06013005,-77.3124820417139
2042,S PAOLO NARNI SCALO,,
1368,"Turk Telecom Arena, Istanbul",,
1724,"WWK Arena, Augsburg",,
1272,M&T Bank Stadium,39.2779664,-76.6238092083547
1732,MANNHEIM,,
1177,"Hasely Crawford Stadium, Port of Spain",10.6615227,-61.5331167927297
1671,Municipal GUIMARAES,42.7832389,-7.5328105
708,Gelora Bung Karno Stadium,-6.2186531,106.7985449
1660,Partenopeo NAPLES,40.8505426,14.2562552
1550,"YMCA Stadion, RIGA",,
1506,Lenin Stadium,17.2532207,80.1420428305892
1705,Wedaustadion DUISBURG,51.40911845,6.77860177806048
583,City Stadion LINZ,48.3059078,14.286198
1112,ARNHEIM,51.9846929,5.9115982
1728,"Altona, Hamburg",,
185,"Jose Rico Perez, Alicante",38.35734585,-0.492597322119981
640,Porto,41.1494512,-8.6107883
984,Estadio Quisqueya,18.4885805,-69.9261528684625
736,Highbury,51.5457996,-0.1027126
1327,FLENSBURG,54.7833021,9.4333264
549,Spartan Stadium SAN JOSE,37.3196141,-121.868374577594
47,BOUAKE,7.6906058,-5.0298407
1004,"9 Septemvri, Plovdiv",42.1529465,24.764751
572,Na Bazalech OSTRAVA,,
1407,BALTIMORE,39.2908816,-76.6107589
1940,"Amman International Stadium, Amman",,
618,LINZ,48.3059078,14.286198
917,SAO JOSE DO RIO PRETO,-20.812585,-49.3804211
1698,"PGE Arena, Gdansk",54.3874142,18.6489712
1850,Nacional la Sabana SAN JOSE,,
1485,ANEF,-33.402618,-70.7474754
1950,"Fengtai Sport Centre, Beijing",,
333,"Estadio Olimpico, Caracas",10.4912006,-66.8862426528049
1957,"Yanggakdo Stadium, Pyongyang",,
1314,"Park Royal, London",51.5268176,-0.2840825
290,"Arena Nationala, Bucurest",,
1431,"Addis Ababa Stadium, Addis Ababa",9.0127196,38.75597
1641,"Asim Ferhatovic Hase, Sarajevo",43.8737045,18.4084479251974
1140,StubHub Center,33.86430885,-118.261074105668
2196,SEVILLA,,
1504,"Wrigley Field, Los Angeles",,
1986,Doha Stadium DOHA,,
1310,"Vetch Field, Swansea",,
2131,"Estadio do Bonfim, Setubal",,
220,JERUSALEM,31.78911765,35.2229730135452
1031,"Stadio Olimpico, Turin",45.0417485,7.65001654877933
1545,Armijas KAUNAS,,
134,Sarria BARCELONA,41.399373,2.1215125
799,Campo de el Sardinero SANTANDER,,
370,KAUNAS,54.8982139,23.9044817
2010,SIBIU,,
284,"Dalymount Park, Dublin",53.3618575,-6.27495263757693
204,"Commerzbank Arena, Frankfurt",50.06857865,8.64551995209912
1015,Rosenau,47.6375154,7.5371474
108,Monumental de Nunez BUENOS AIRES,-34.5502171,-58.4566319
40,TUNIS,33.8439408,9.400138
961,Estadio Municipal de Coimbra,,
1397,Lagoao NATAL,,
282,"Nacional, Lisbon",14.6730727,121.0958225
935,TERESINA,-5.0896402,-42.8095879
1835,"Helong Stadium, Changsha",,
1460,Montpellier,43.6112422,3.8767337
1599,Ennio Tardini PARMA,44.7949283,10.3383873482639
146,Jose Pachencho Romero,10.6740533,-71.6449985312034
1024,National ZALAEGEROZER,,
1057,VINA DEL MAR,-33.0245029,-71.5518118
1860,RIFU,,
1657,Campo TURIN,45.425397,7.7164875
463,"Rajamangala National Stadium, Bangkok",13.75535745,100.622095811075
1014,MUNCHEN,48.1371079,11.5753822
616,Linzer Stadion,48.2937943,14.2765366905744
48,National Chiazi Stadium,,
1857,Estadio National SAN PEDRO SULA,,
1257,KINGSTON JAMAICA,17.9712148,-76.7928127
1125,"Independence Stadium, Lusaka",-15.37116835,28.269067898848
2169,Aix-En-Provence,,
2040,"Stadio Renato Dall'Ara, Bologna",,
1809,Estadio Flor Blanca SAN SALVADOR,,
209,Memorial Stadium (L.A),,
1390,McAfee Coliseum,,
904,G Jose Fragelli,-15.6040648,-56.1216449049125
1709,Stadio Giuseppe Meazza,45.47820035,9.12396399069145
1220,CUENCA,40.0681156,-2.134824
183,"Antonio Vespucio Liberti, Buenos Aires",-34.54535335,-58.4497297338262
902,"Volksparkstadion, Hamburg",53.5871535,9.89870555368627
1203,TEGUCIGALPA,14.0931919,-87.201263
202,"Allianz Arena, Munich",48.21875735,11.6246933758953
664,"Stadion Rankhof, Basel",47.5249406,7.70645900408929
641,"Estadio Josa Alvalade XXI, Lisbon",,
2139,QUERETARO,,
1523,WUHAN,30.5960213,114.2992796
486,Municipal PUSAN,35.107221,128.963904
1084,HASK ZAGREB,,
832,Estadio Casa Blanca QUITO,-0.107723,-78.4896403583546
1021,Costantoglio SALONIKA,,
1991,Vodacom Park,,
311,Racing Club AVELLANEDA BA,,
912,"Saint Denis, Paris",48.935773,2.3580232
1134,HAVANA,23.1379911,-82.3658561
1251,"Estadio de la Revolucion, Panama City",,
2037,"Miejski Stadion, Poznan",,
1914,Packard Bell Park,,
430,Exhibition Grounds BRISBANE,-27.4504139,153.030803
352,Abovyan,40.2723102,44.6241011
770,Libero Liberati TERNI,42.5622062,12.6352480889429
646,KLAGENFURT,46.6228162,14.3079604
1124,TEHRAN IRAN,35.7006177,51.401375
1760,Stade Du Ray Nice,,
143,Estadio Magalhaes,-19.62256095,-44.03934537521
1276,LAS PALMAS,27.9580004,-15.6062304376665
2181,LAGOS,,
592,"Berliner, Berlin",52.370188,9.7529507
1452,Modibo Keita BAMAKO,12.6308231,-8.0091761
7,"Stade Ahmed Zabana, Oran",35.683357,-0.636515509833405
1161,TAEGU,35.8404121,128.5586643
1456,"Lillekula Stadium, Tallinn",,
1117,"Comunale, Bari",41.1255116,16.8674549709614
229,"AOL Arena, Hamburg",,
2198,STOCKHOLM,,
865,MALDONADO,-34.9087161,-54.9582717
263,Nacional ASUNCION,14.6053097,120.9658202
1404,Albuquerque,35.0841034,-106.650985
1775,EINDHOVEN,,
421,Nemesio Camacho BOGOTA,4.6454056,-74.0762048721477
416,CANTON,23.1300037,113.259001
997,de Almeida Filho,-23.0089508,-43.4586854
1144,"VfL Stadion, Wolfsburg",52.42532775,10.8001678107399
1012,St James Park,54.97559195,-1.6219728063928
670,"Ali Sami Yen Stadi, Istanbul",,
1700,FRANKFURT,50.110653,8.682093
249,Polideportivo Cachamay,8.3124332,-62.6961930369156
2001,"Sammy Ofer Stadium, Haifa",,
15,Alexandria,31.199004,29.894378
1634,Kupittaa TURKU,60.4457649,22.294073
1126,Estadio Nossa Senhora do Monte,32.67059565,-16.9362621951237
1042,HASKOVO,41.9345727,25.5556639
1305,Stade de Tourbillon,46.2333054,7.37597305025632
696,"Khalifa Bin Hamad Stadium, Doha",,
1522,Stadion BSK,44.76382545,17.1792401
1534,Horst-Wessel Stadion KONIGSBERG,,
1958,"Al Ahli Stadium, Doha",,
1752,Municipal ACCRA,,
1111,"Complexe Sportif de Fès, Fès",,
1902,Inonu,,
2126,Bin Said AL AIN,,
410,MELBOURNE,-37.8142175,144.9631608
2130,Viseu,,
1216,PEREIRA,4.8142912,-75.694645
1217,Yale University NEWHAVEN,,
1154,Szekesfehervar Stadion,47.1726574,18.4130866
1746,"Accra Sports Stadium, Accra",,
680,"Maksimir, Zagreb",45.8333119,16.0101508
930,"Osaka Nagai Stadium, Osaka",,
784,"Oude Stadion, Amsterdam",,
1076,Dinamo Stadium KYIV,50.45067015,30.5313350597607
53,"Stade Hassan II, Fès",34.04792015,-4.99941668154762
1311,Sparta Letna PRAHA,,
63,"Estadio Tecnologico, Monterrey",25.652273,-100.287169310732
1680,Torrero ZARAGOZA,41.6300685,-0.8866332
1798,"Basaksehir Fatih Terim, Istanbul",,
1898,Walhalla GOTEBORG,,
1147,"Royal Athletic Park, Victoria",48.43105265,-123.354289658653
2100,PYONGYANG,,
1193,COSTA MESA,33.6633386,-117.9033169
1274,"Letna Stadium, Praha",50.0999455,14.4150703102167
2124,Miyoshi Sports Park HIROSHIMA,,
